session_id,username_sample,num_attempts,total_time,success_rate,distince_usernames,rule_prediction,rule_reason,avg_keystroke_delay,std_keystroke_delay,true_label
981dbd7a-f459-4055-84d7-175de402cc6d,normal_user_50,1,0.0,1.0,1,1,high_typing_variance,0.8954,1.2261,0
984ba5b8-8667-46f3-b410-88f95a5ba720,normal_user_199,2,5.0,0.5,1,1,unrealistic_typing_speed,0.0039,0.0045,0
98802638-bbc2-4989-90d4-175861c66200,normal_user_38,2,4.0,0.5,1,1,high_typing_variance,0.4039,0.6475,0
99756ca3-512b-44e8-9bbe-994ced0dcf58,normal_user_29,19,8.0,0.0,19,1,evasive_pattern,0.2875,0.3238,1
999961b1-c9d0-4d63-b7ab-b08318e5f8a1,normal_user_135,2,4.0,0.5,1,1,high_typing_variance,0.3491,0.5711,0
999acb14-3c87-4d8f-b48b-0a28e9d7ba14,normal_user_159,2,4.0,0.5,1,0,normal,0.1792,0.2137,0
9aa41e83-35cb-4dea-9270-b5ce1497dfa9,normal_user_202,15,8.0,0.0,15,1,high_typing_variance,0.5543,0.7615,1
9ac52ab5-0a56-4bb4-b973-d76057669db5,normal_user_74,1,0.0,1.0,1,0,normal,0.261,0.3084,0
9b8019e5-629a-43ca-b944-6bd6f585833b,normal_user_10,1,0.0,1.0,1,1,high_typing_variance,0.5098,0.7608,0
9c2a02c6-c00a-4d91-b1f4-266ce9739b87,normal_user_204,7,48.0,0.14,7,0,normal,0.2372,0.3217,1
9c7fe842-66b6-48d7-89d0-2eb97666f85e,normal_user_33,1,0.0,1.0,1,1,high_typing_variance,0.3714,0.4833,0
9ca9358a-81a2-4f22-b7c0-4d6003dfd3b9,normal_user_221,1,0.0,1.0,1,0,normal,0.1949,0.2352,0
9df5256b-2366-422b-a673-5d781bd6360c,normal_user_207,1,0.0,1.0,1,0,normal,0.1704,0.1879,0
9ec677f3-47a7-4b1c-85e7-a2f7a027d68d,normal_user_225,1,0.0,1.0,1,0,normal,0.2253,0.2538,0
9f6a8d66-3c51-406e-b436-2f75d7d0bce1,normal_user_204,14,147.0,0.0,14,1,evasive_pattern,0.2466,0.3021,1
a08ce559-563c-4747-be5a-6f1102659621,normal_user_65,1,0.0,1.0,1,0,normal,0.2711,0.3303,0
a0d3e22a-1ea3-4509-a8aa-5d6e95c5affe,normal_user_4,19,9.0,0.0,19,1,evasive_pattern,0.34,0.435,1
a0dbeae5-6b35-400c-b8c4-c5b018bdfa9c,normal_user_15,15,148.0,0.0,15,1,high_typing_variance,0.3885,0.5411,1
a1dc455a-a016-4301-ad32-65dc9edc3183,normal_user_9,1,0.0,1.0,1,1,unrealistic_typing_speed,0.0043,0.0049,0
a2f063e0-ca36-4e40-bd31-901954b5510a,normal_user_241,1,0.0,1.0,1,0,normal,0.2711,0.4207,0
a4a0f56e-1441-4f12-810f-a4af41fe96c0,normal_user_142,3,9.0,0.33,1,0,normal,0.2363,0.3053,0
a6602e7f-b856-4887-a26d-f403293bcebd,normal_user_34,3,6.0,0.33,1,0,normal,0.3388,0.4282,0
a7a053a1-44ad-49fd-a3e6-180a37afa596,normal_user_33,28,13.0,0.04,26,1,evasive_pattern,0.155,0.1676,1
a7bea32c-c08e-4512-8d02-d92d56fd309d,normal_user_39,1,0.0,1.0,1,0,normal,0.1147,0.1243,0
a8833046-a337-4187-8abe-78d2d670a948,normal_user_173,1,0.0,1.0,1,0,normal,0.1537,0.2067,0
a913a200-7bea-45f3-b732-0937d1658582,normal_user_188,1,0.0,1.0,1,0,normal,0.1521,0.2111,0
a9e2bb68-8039-44a4-87f6-5b8856d98fb2,normal_user_186,1,0.0,1.0,1,0,normal,0.1693,0.2174,0
aa097af0-841d-4718-8081-23bfb0ab2643,normal_user_185,2,5.0,0.5,1,0,normal,0.2065,0.2454,0
ac1bb73b-1ee7-4286-a8c9-122c334ea007,normal_user_68,1,0.0,1.0,1,0,normal,0.1859,0.2162,0
ac8731fc-aad4-4e7e-8e3b-cf7ac6664d59,normal_user_83,1,0.0,1.0,1,0,normal,0.3196,0.4061,0
add1ab07-3915-492a-b21e-dd1c5aee5775,normal_user_121,1,0.0,1.0,1,0,normal,0.2996,0.372,0
aec72400-611b-46c6-8eb6-1a5a933970bc,normal_user_45,3,9.0,0.33,1,0,normal,0.2936,0.3983,0
afa0f055-aaa5-4c44-801b-7d8b6f0fba32,normal_user_97,1,0.0,1.0,1,0,normal,0.2278,0.2788,0
b03f29f4-da98-48a1-ab90-c26f26372f19,normal_user_8,3,8.0,0.33,1,0,normal,0.1854,0.2282,0
b0493a13-1268-404c-9a56-2499a16a6b96,normal_user_53,21,10.0,0.0,21,1,evasive_pattern,0.2618,0.3131,1
b0da57d6-475d-4126-9e2b-1b318c7921c8,normal_user_147,1,0.0,1.0,1,0,normal,0.2222,0.2561,0
b1c4416e-fb32-4093-b5c7-f3e9706da4ce,normal_user_28,13,105.0,0.0,13,1,evasive_pattern,0.1752,0.1922,1
b36f814b-2a95-4115-9d46-dc7d8a81f72c,normal_user_136,1,0.0,1.0,1,0,normal,0.171,0.1891,0
b4a5b4db-8a11-4d5b-bffc-fcd7a89b4e94,normal_user_15,6,1.0,0.17,5,0,normal,0.1251,0.1348,1
b4f05488-0185-48fa-b5db-e86344d0ace3,normal_user_70,1,0.0,1.0,1,0,normal,0.2318,0.281,0
b5e445cc-39c0-491a-ada2-8bf48946e287,normal_user_62,1,0.0,1.0,1,1,high_typing_variance,0.4323,0.7399,0
b664eca7-021f-4dce-876e-f71c7a92c0ee,normal_user_75,1,0.0,1.0,1,0,normal,0.1142,0.1262,0
b6aa7f0b-0019-405f-811d-70fe7f7db79c,normal_user_77,3,7.0,0.33,1,0,normal,0.1196,0.1348,0
b72afbca-d99d-4490-8891-282782dbab70,normal_user_243,1,0.0,1.0,1,0,normal,0.113,0.1281,0
b72d80f2-d0b5-493a-aaad-3f298c8ac6f2,normal_user_56,11,5.0,0.09,11,1,evasive_pattern,0.3335,0.3892,1
b74157df-1f64-4dc0-81eb-55ceb46cf7f1,normal_user_147,4,28.0,0.25,4,0,normal,0.2891,0.3441,1
b7ceda64-92d6-46b1-beed-58503afbecff,normal_user_114,1,0.0,1.0,1,0,normal,0.1907,0.2594,0
b82072b4-c1f0-4b0b-a84f-5720618eecf2,normal_user_41,1,0.0,1.0,1,1,high_typing_variance,0.5137,0.7072,0
b839a0ce-3d11-446f-b94c-1e75c7dc2e42,normal_user_233,1,0.0,1.0,1,0,normal,0.3036,0.4198,0
b849777a-1ae9-4522-9aca-d9c835175550,normal_user_172,1,0.0,1.0,1,0,normal,0.1072,0.1214,0
b971b3ee-4e97-4465-80f9-43bf9aaecb0e,normal_user_0,3,7.0,0.33,1,1,high_typing_variance,0.3768,0.4765,0
ba673b11-1ac0-4330-9c1c-c670417b014b,normal_user_179,3,7.0,0.33,1,0,normal,0.3547,0.43,0
ba89b46f-b4cb-472a-90f8-895ef7ea2a1c,normal_user_205,1,0.0,1.0,1,0,normal,0.2426,0.2918,0
bb1f7977-e0a3-422c-90dc-3263702564df,normal_user_215,1,0.0,1.0,1,0,normal,0.2771,0.3403,0
bb99afdf-926b-483d-b4e3-c007d3ef5c3b,normal_user_3,1,0.0,1.0,1,1,high_typing_variance,0.5296,0.8072,0
bde5042f-f4b8-4195-aa9b-c525a73f7712,normal_user_87,12,8.0,0.08,12,1,high_typing_variance,0.5468,0.7715,1
be60b59f-d381-46cf-9380-a7dc75c291d6,normal_user_170,1,0.0,1.0,1,0,normal,0.1131,0.1279,0
bff14263-33b2-4841-aede-1de5bf43f350,normal_user_96,1,0.0,1.0,1,0,normal,0.232,0.3049,0
c26a230d-1a08-460b-93cd-5be82f6c6d20,normal_user_168,1,0.0,1.0,1,0,normal,0.3473,0.4411,0
c2982fa8-f4bb-4d5d-9611-b16ab5abc65e,normal_user_61,2,5.0,0.5,1,0,normal,0.2327,0.2811,0
c2b76b12-6234-45b5-8e51-5def038ef6ec,normal_user_132,2,4.0,0.5,1,0,normal,0.1178,0.1283,0
c3c4785b-e988-4d64-baf5-82ac42767ea1,normal_user_194,17,147.0,0.0,16,1,evasive_pattern,0.1922,0.2427,1
c3f36df8-9a1d-4f48-8f60-7a578a9bd87a,normal_user_106,1,0.0,1.0,1,1,high_typing_variance,0.6795,1.1154,0
c3f517fe-d733-41ec-af27-0a0d99f0a5ff,normal_user_117,2,4.0,0.5,1,0,normal,0.1181,0.1323,0
c3fd4370-10ff-4287-ab25-42ef51291ef2,normal_user_13,2,3.0,0.5,1,1,high_typing_variance,0.3909,0.6072,0
c4001039-2790-41c3-8993-e40d1b3726bb,normal_user_88,3,9.0,0.33,1,0,normal,0.294,0.3742,0
c4ddac8f-6d55-4c3d-8bf3-c891bcf66bfb,normal_user_163,1,0.0,1.0,1,0,normal,0.2529,0.3356,0
c63c3fbf-be9b-42ae-a64e-163a397d171f,normal_user_176,16,6.0,0.0,15,1,high_typing_variance,0.4941,0.656,1
c7432e3a-2bf3-4028-9b65-3bdd6965d8ce,normal_user_226,3,7.0,0.0,1,0,normal,0.2344,0.3007,0
c897eca6-6ef7-428b-8165-fd6ecc4c4591,normal_user_193,3,10.0,0.0,1,1,high_typing_variance,0.4807,0.6855,0
c8d16a41-3ba5-4bcd-b0fc-7f3ced3190bb,normal_user_219,1,0.0,1.0,1,1,high_typing_variance,0.3865,0.5255,0
c925f6aa-9eca-450f-806b-cd12a5ead21b,normal_user_217,1,0.0,1.0,1,0,normal,0.3687,0.4495,0
ca62d858-4d64-4613-a44c-2269e1a0daed,normal_user_129,11,82.0,0.0,10,1,evasive_pattern,0.3077,0.377,1
caae171d-a97c-46d2-8a34-c39508424c41,normal_user_85,1,0.0,1.0,1,0,normal,0.1598,0.1844,0
cab4e6e7-ab5b-4910-88b4-514f5b15e363,normal_user_6,1,0.0,1.0,1,0,normal,0.2019,0.2309,0
cb1fe22a-e672-41e2-9eaa-7abadfa88d14,normal_user_44,1,0.0,1.0,1,0,normal,0.179,0.2419,0
cbb950c2-255d-4d13-8278-42ea4b1121b8,normal_user_18,31,12.0,0.03,29,1,evasive_pattern,0.2998,0.4216,1
cbc4cd04-2e6f-4ae5-beb9-91ed2a418a55,normal_user_110,1,0.0,1.0,1,1,high_typing_variance,0.6558,0.9106,0
cbeafe85-be16-40ae-a81e-735e4512a456,normal_user_219,11,3.0,0.0,11,1,brute_force_pattern,0.2194,0.2851,1
ccef2474-a13b-4572-9dad-6746af60b881,normal_user_182,3,8.0,0.0,1,0,normal,0.1185,0.1359,0
cdd323a1-a90b-412c-9fce-fe96c71ee804,normal_user_14,1,0.0,1.0,1,0,normal,0.2534,0.3292,0
ce921cb1-8481-4d11-a7d8-cc953071e52d,normal_user_69,1,0.0,1.0,1,1,high_typing_variance,0.3335,0.4607,0
d0217d2e-7ee8-492d-ba81-f9c440cd9a4e,normal_user_61,11,3.0,0.09,11,1,brute_force_pattern,0.1272,0.1394,1
d14cb403-918e-4d80-939a-5073d6c0c449,normal_user_131,22,11.0,0.05,21,1,evasive_pattern,0.2156,0.2486,1
d18c1c85-bc35-4a6c-bf35-6aae4899e5ef,normal_user_22,1,0.0,1.0,1,0,normal,0.3097,0.4041,0
d1f7a930-401d-4155-ad86-cb1df3b3a495,normal_user_153,1,0.0,1.0,1,1,high_typing_variance,0.5193,0.7451,0
d320f02c-ab62-4bf1-bca8-535a01baeb7e,normal_user_155,3,6.0,0.33,1,0,normal,0.2997,0.3599,0
d4a25999-1615-4d46-866e-bc92a06ca9ff,normal_user_213,1,0.0,1.0,1,1,high_typing_variance,0.3381,0.5129,0
d549dc4c-b364-4db3-b97e-a44980584f68,normal_user_51,2,5.0,0.5,1,0,normal,0.2211,0.2535,0
d6193bf7-f829-46f7-abcd-a1ba813c84d8,normal_user_98,1,0.0,1.0,1,0,normal,0.179,0.1997,0
d6280cd2-fc1a-4a2e-a7fe-2c209dcf8bee,normal_user_118,1,0.0,1.0,1,1,unrealistic_typing_speed,0.0037,0.0044,0
d706d124-0304-4d3a-8bb7-d97c714b4e3f,normal_user_48,2,3.0,0.5,1,1,high_typing_variance,0.5515,0.7697,0
d793ee33-9f9f-46ea-bce4-476e00ca7bbf,normal_user_236,1,0.0,1.0,1,1,high_typing_variance,0.647,0.8594,0
d828bbc7-4d64-448d-b900-7b4175619b43,normal_user_27,1,0.0,1.0,1,1,high_typing_variance,0.8831,1.2478,0
d8604c0c-6cd4-4199-a7a6-bf8f1487a25a,normal_user_209,1,0.0,1.0,1,0,normal,0.3144,0.4446,0
d86a703c-10b6-4cfa-9808-7cbf14c1db1e,normal_user_111,2,4.0,0.5,1,1,high_typing_variance,0.3641,0.4739,0
d8f14d73-2208-47b9-b868-f2b8ca9bc3cd,normal_user_162,1,0.0,1.0,1,0,normal,0.3163,0.3978,0
d9b52f60-1983-4507-84a2-e19b898e6901,normal_user_16,1,0.0,1.0,1,0,normal,0.1114,0.1255,0
da4baf98-9cf3-492c-a81c-3bd3c3b3fcc0,normal_user_75,16,143.0,0.0,16,1,evasive_pattern,0.2294,0.2814,1
db15cb49-4958-4efd-a787-2d94f59b668c,normal_user_93,3,7.0,0.33,1,0,normal,0.3066,0.3827,0
db6d5ba8-bb14-4bc7-9553-2f26e4e0eab0,normal_user_246,1,0.0,1.0,1,0,normal,0.1843,0.2149,0
de2efd83-f599-4c19-b304-ef590052ecf1,normal_user_87,1,0.0,1.0,1,0,normal,0.2131,0.2452,0
dec34d35-562d-4c02-97d8-1711fb962624,normal_user_127,1,0.0,1.0,1,0,normal,0.3268,0.445,0
df2bc935-7b5b-4fa8-b686-eef62958d90f,normal_user_23,2,1.0,0.5,2,1,high_typing_variance,0.6327,0.8503,1
df45da37-e576-49cf-910d-97f8a11919ba,normal_user_239,19,152.0,0.0,17,1,high_typing_variance,0.49,0.7394,1
dfe949f8-1ebd-44bd-8c3b-7031f58ef54d,normal_user_212,1,0.0,1.0,1,0,normal,0.278,0.3453,0
e166a5c9-0ba8-4fe6-80f2-4df7494459fe,normal_user_19,3,8.0,0.0,1,0,normal,0.2363,0.3053,0
e5382d48-a963-4ed8-a282-1eab740059d9,normal_user_108,1,0.0,1.0,1,0,normal,0.1038,0.1187,0
e8f99661-036b-4660-8c5f-6c05ffff2481,normal_user_100,1,0.0,1.0,1,1,high_typing_variance,0.6846,1.1026,0
e95079f4-4a6d-48e9-9958-feec798c4469,normal_user_1,3,8.0,0.0,1,1,high_typing_variance,0.7262,0.9118,0
e9b30677-940a-49bf-a402-9129ad33f51d,normal_user_89,1,0.0,1.0,1,0,normal,0.1397,0.1572,0
ead591ee-088a-44ff-bf4f-cc1062b47016,normal_user_240,1,0.0,1.0,1,1,high_typing_variance,0.3857,0.5761,1
ebbd97e2-d684-4820-971e-65f4b72318f1,normal_user_48,40,18.0,0.0,35,1,evasive_pattern,0.2852,0.3469,1
ebd7acbf-8777-4061-aa69-b53478a4389a,normal_user_235,3,8.0,0.33,1,0,normal,0.2607,0.292,0
ebee0e25-1d86-472f-9546-42b30e0ee919,normal_user_161,1,0.0,1.0,1,0,normal,0.276,0.3547,0
ec88c3a8-8b0b-46a7-a45d-8636e8c75327,normal_user_156,1,0.0,1.0,1,0,normal,0.217,0.2715,0
ece18977-dbd3-43b5-bb80-24faa64acc86,normal_user_166,1,0.0,1.0,1,1,high_typing_variance,0.3865,0.5255,0
ed8bb5b7-3f45-4266-978b-774e991df051,normal_user_20,1,0.0,1.0,1,1,high_typing_variance,0.5754,0.8682,0
edd96303-514b-44ea-9328-b340a6acbc51,normal_user_184,3,8.0,0.0,1,0,normal,0.2817,0.3217,0
ee7c7e5e-0ba5-4829-a020-9acf67eebf6d,normal_user_91,25,16.0,0.0,21,1,high_typing_variance,0.7509,1.0091,1
ef4224d3-d65d-4a22-959f-dbc4096d7f98,normal_user_11,2,3.0,0.5,1,1,high_typing_variance,0.3801,0.454,0
efcaf6ba-ced3-4564-8212-68a72a511c1f,normal_user_21,1,0.0,1.0,1,1,high_typing_variance,0.6016,0.8207,0
f03d6cb0-5faa-41f8-8199-9942bba87a1c,normal_user_127,17,8.0,0.06,15,1,evasive_pattern,0.2064,0.2268,1
f2d5abab-e804-4d62-b961-44ec3fec6823,normal_user_223,13,115.0,0.0,13,1,high_typing_variance,0.3782,0.4571,1
f309f914-2fe1-41b8-a983-7cce5393492a,normal_user_15,10,80.0,0.0,10,1,high_typing_variance,0.6123,0.8729,1
f37b3f57-0aa2-496e-a0fc-8aa03e52dfef,normal_user_91,1,0.0,1.0,1,0,normal,0.2015,0.2634,0
f3c7bd31-dea9-48dd-b10e-ebc0c6863ca4,normal_user_71,1,0.0,1.0,1,0,normal,0.1441,0.164,0
f4b8ac64-9f2c-439f-8165-159071274c2c,normal_user_187,3,7.0,0.33,1,0,normal,0.1291,0.1516,0
f5808833-18ce-4154-8113-cc702e3585ef,normal_user_164,1,0.0,1.0,1,0,normal,0.1493,0.1767,0
f58eb128-c79b-4ad7-b81c-568dbd7fb44b,normal_user_212,7,68.0,0.14,7,0,normal,0.3574,0.4378,1
f60fa37f-eb73-4bc7-b24d-86b7160214c5,normal_user_12,1,0.0,1.0,1,0,normal,0.1409,0.1593,0
f7691e4f-9c5c-45b8-b8ea-45fea5ef85f1,normal_user_191,1,0.0,1.0,1,0,normal,0.1132,0.1251,0
f794c45c-38c0-47be-b9b8-b5214db18ce1,normal_user_42,2,5.0,0.5,1,0,normal,0.236,0.2827,0
f8dd3562-c7d8-4376-bce1-83d0b8b1d041,normal_user_137,1,0.0,1.0,1,0,normal,0.2813,0.3333,0
faab7d6d-f41d-4254-8722-edecdc640eb5,normal_user_99,2,4.0,0.5,1,0,normal,0.2,0.2187,0
fb410d1e-e473-4f5e-814c-c68971e77451,normal_user_197,1,0.0,1.0,1,0,normal,0.3321,0.4195,0
fd09010b-742c-41ee-b878-eb6803e09732,normal_user_52,1,0.0,1.0,1,0,normal,0.2513,0.3085,0
fd589a53-80ab-41be-b768-895c45308c07,normal_user_208,1,0.0,1.0,1,1,high_typing_variance,0.546,0.7391,0
fdcf55e4-3fed-40d5-828a-515ee079eaca,normal_user_192,2,3.0,0.5,1,0,normal,0.1157,0.1278,0
